Year,Units,Табыс,Жынысы,Аймақ,Өңірлер,GeoCode,Value
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,,,0.1
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,,,0.0
2013,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,,,0.0
2014,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,,,0.0
2015,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,,,0.0
2016,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,,,0.0
2017,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,,,0.0
2018,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,,,0.0
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,,,1.2
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,,,1.0
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,,,0.6
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,,,0.4
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,,,0.6
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,,,0.4
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,,,0.4
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,,,0.3
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,,,15.3
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,,,17.7
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,,,12.2
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,,,11.2
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,,,13.9
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,,,11.5
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,,,9.7
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,,,7.4
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",ерлер,,,,0.1
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",ерлер,,,,0.0
2013,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",ерлер,,,,0.0
2014,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",ерлер,,,,0.0
2015,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",ерлер,,,,0.0
2016,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",ерлер,,,,0.0
2017,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",ерлер,,,,0.0
2018,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",ерлер,,,,0.0
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",ерлер,,,,1.2
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",ерлер,,,,1.1
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",ерлер,,,,0.6
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",ерлер,,,,0.4
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",ерлер,,,,0.6
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",ерлер,,,,0.4
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",ерлер,,,,0.3
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",ерлер,,,,0.3
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",ерлер,,,,15.9
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",ерлер,,,,18.4
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",ерлер,,,,12.6
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",ерлер,,,,11.7
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",ерлер,,,,14.5
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",ерлер,,,,12.1
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",ерлер,,,,10.0
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",ерлер,,,,7.6
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",әйелдер,,,,0.1
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",әйелдер,,,,0.0
2013,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",әйелдер,,,,0.0
2014,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",әйелдер,,,,0.0
2015,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",әйелдер,,,,0.0
2016,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",әйелдер,,,,0.0
2017,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",әйелдер,,,,0.0
2018,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",әйелдер,,,,0.0
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",әйелдер,,,,1.2
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",әйелдер,,,,1.0
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",әйелдер,,,,0.5
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",әйелдер,,,,0.4
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",әйелдер,,,,0.5
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",әйелдер,,,,0.4
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",әйелдер,,,,0.4
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",әйелдер,,,,0.3
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",әйелдер,,,,14.7
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",әйелдер,,,,17.1
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",әйелдер,,,,11.8
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",әйелдер,,,,10.8
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",әйелдер,,,,13.4
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",әйелдер,,,,11.0
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",әйелдер,,,,9.4
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",әйелдер,,,,7.1
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,қала,,,0.0
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,қала,,,0.0
2013,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,қала,,,0.0
2014,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,қала,,,0.0
2017,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,қала,,,0.0
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,қала,,,0.4
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,қала,,,0.5
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,қала,,,0.3
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,қала,,,0.2
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,қала,,,0.2
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,қала,,,0.1
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,қала,,,0.1
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,қала,,,0.2
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,қала,,,9.0
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,қала,,,11.6
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,қала,,,7.4
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,қала,,,6.5
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,қала,,,8.5
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,қала,,,6.4
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,қала,,,5.7
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,қала,,,4.2
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,ауыл,,,0.2
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,ауыл,,,0.1
2013,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,ауыл,,,0.0
2014,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,ауыл,,,0.0
2015,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,ауыл,,,0.0
2016,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,ауыл,,,0.0
2017,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,ауыл,,,0.1
2018,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,ауыл,,,0.0
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,ауыл,,,2.1
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,ауыл,,,1.7
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,ауыл,,,0.9
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,ауыл,,,0.7
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,ауыл,,,1.0
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,ауыл,,,0.8
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,ауыл,,,0.7
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,ауыл,,,0.4
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,ауыл,,,22.7
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,ауыл,,,25.1
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,ауыл,,,18.0
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,ауыл,,,17.0
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,ауыл,,,21.1
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,ауыл,,,18.4
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,ауыл,,,15.1
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,ауыл,,,11.7
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Ақмола,,0.2
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Ақмола,,0.3
2013,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Ақмола,,0.0
2014,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Ақмола,,0.1
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Алматы,,0.1
2015,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Алматы,,0.1
2018,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Алматы,,0.1
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Жамбыл,,0.1
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Қарағанды,,0.0
2013,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Қарағанды,,0.1
2014,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Қарағанды,,0.0
2015,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Қарағанды,,0.0
2016,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Қарағанды,,0.0
2017,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Қарағанды,,0.0
2018,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Қарағанды,,0.0
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Қостанай,,0.1
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Қостанай,,0.1
2016,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Қостанай,,0.1
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Оңтүстік Қазақстан,,0.4
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Оңтүстік Қазақстан,,0.0
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Павлодар,,0.2
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Павлодар,,0.0
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Солтүстік Қазақстан,,0.2
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Солтүстік Қазақстан,,0.1
2013,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Солтүстік Қазақстан,,0.4
2015,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Солтүстік Қазақстан,,0.2
2016,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Солтүстік Қазақстан,,0.2
2017,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Солтүстік Қазақстан,,0.1
2014,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Түркістан,,0.1
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Шығыс Қазақстан,,0.2
2012,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Шығыс Қазақстан,,0.0
2015,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Шығыс Қазақстан,,0.0
2017,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Шығыс Қазақстан,,0.3
2011,пайыз,"Күніне САҚП бойынша 1,9 АҚШ доллары",,,Нұр-Сұлтан қаласы,,0.0
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақмола,,2.1
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақмола,,1.5
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақмола,,1.5
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақмола,,0.7
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақмола,,1.2
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақмола,,0.8
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақмола,,0.6
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақмола,,0.6
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақтөбе,,0.9
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақтөбе,,0.7
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақтөбе,,0.5
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақтөбе,,0.7
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақтөбе,,0.7
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақтөбе,,0.1
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақтөбе,,0.2
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Ақтөбе,,0.2
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Алматы,,0.2
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Алматы,,0.4
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Алматы,,0.5
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Алматы,,0.2
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Алматы,,0.2
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Алматы,,0.1
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Атырау,,0.1
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Батыс Қазақстан,,0.8
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Батыс Қазақстан,,0.4
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Батыс Қазақстан,,0.2
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Батыс Қазақстан,,0.7
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Батыс Қазақстан,,1.2
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Батыс Қазақстан,,0.7
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Батыс Қазақстан,,0.4
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Батыс Қазақстан,,0.1
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Жамбыл,,0.8
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Жамбыл,,2.3
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Жамбыл,,0.4
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Жамбыл,,0.4
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Жамбыл,,1.0
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Жамбыл,,0.8
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Жамбыл,,1.1
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Жамбыл,,0.2
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қарағанды,,0.9
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қарағанды,,0.7
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қарағанды,,0.9
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қарағанды,,0.4
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қарағанды,,0.7
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қарағанды,,0.4
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қарағанды,,0.4
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қарағанды,,0.5
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қостанай,,1.3
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қостанай,,0.9
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қостанай,,1.2
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қостанай,,1.1
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қостанай,,0.8
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қостанай,,0.9
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қостанай,,0.5
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қостанай,,1.0
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қызылорда,,0.7
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қызылорда,,0.5
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қызылорда,,0.3
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қызылорда,,0.2
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қызылорда,,0.7
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қызылорда,,0.2
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қызылорда,,0.1
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Қызылорда,,0.0
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Маңғыстау,,0.1
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Маңғыстау,,0.0
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Маңғыстау,,0.0
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Маңғыстау,,0.2
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Оңтүстік Қазақстан,,2.6
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Оңтүстік Қазақстан,,2.2
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Павлодар,,1.5
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Павлодар,,1.3
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Павлодар,,0.2
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Павлодар,,0.2
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Павлодар,,0.6
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Павлодар,,0.3
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Павлодар,,0.1
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Павлодар,,0.1
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Солтүстік Қазақстан,,3.3
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Солтүстік Қазақстан,,2.9
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Солтүстік Қазақстан,,2.1
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Солтүстік Қазақстан,,1.0
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Солтүстік Қазақстан,,1.8
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Солтүстік Қазақстан,,1.2
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Солтүстік Қазақстан,,1.1
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Солтүстік Қазақстан,,0.5
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Түркістан,,1.3
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Түркістан,,0.8
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Түркістан,,0.5
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Түркістан,,1.3
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Түркістан,,0.7
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Түркістан,,0.4
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Шығыс Қазақстан,,2.0
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Шығыс Қазақстан,,1.0
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Шығыс Қазақстан,,0.0
2014,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Шығыс Қазақстан,,0.5
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Шығыс Қазақстан,,1.1
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Шығыс Қазақстан,,0.3
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Шығыс Қазақстан,,0.9
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Шығыс Қазақстан,,0.4
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Нұр-Сұлтан қаласы,,0.1
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Нұр-Сұлтан қаласы,,0.1
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Нұр-Сұлтан қаласы,,0.0
2015,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Нұр-Сұлтан қаласы,,0.1
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Нұр-Сұлтан қаласы,,0.1
2011,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Алматы қаласы,,0.1
2012,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Алматы қаласы,,0.1
2016,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Алматы қаласы,,0.1
2017,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Алматы қаласы,,0.1
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Алматы қаласы,,0.1
2013,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Шымкент қаласы,,0.3
2018,пайыз,"Күніне САҚП бойынша 3,2 АҚШ доллары",,,Шымкент қаласы,,0.5
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақмола,,13.6
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақмола,,17.0
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақмола,,15.1
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақмола,,12.1
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақмола,,14.6
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақмола,,12.4
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақмола,,9.2
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақмола,,7.0
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақтөбе,,13.1
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақтөбе,,15.2
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақтөбе,,11.8
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақтөбе,,10.4
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақтөбе,,15.7
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақтөбе,,10.2
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақтөбе,,10.7
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Ақтөбе,,9.5
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы,,6.2
2012,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы,,8.8
2013,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы,,4.0
2014,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы,,4.8
2015,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы,,7.6
2016,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы,,4.8
2017,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы,,5.5
2018,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Алматы,,4.2
2011,пайыз,"Күніне САҚП бойынша 5,5 АҚШ доллары",,,Атырау,,6.2
