Year,Units,Өңірлер,GeoCode,Value
2018,2010 жылғы бағаларда пайызбен,Атырау,KZ06,4.2
2010,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,KZ07,4.7
2011,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,KZ07,4.8
2012,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,KZ07,4.8
2013,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,KZ07,5.6
2014,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,KZ07,5.3
2015,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,KZ07,3.9
2016,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,KZ07,3.9
2017,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,KZ07,4.1
2018,2010 жылғы бағаларда пайызбен,Батыс Қазақстан,KZ07,4.5
2010,2010 жылғы бағаларда пайызбен,Жамбыл,KZ17,13.2
2011,2010 жылғы бағаларда пайызбен,Жамбыл,KZ17,14.8
2012,2010 жылғы бағаларда пайызбен,Жамбыл,KZ17,13.3
2013,2010 жылғы бағаларда пайызбен,Жамбыл,KZ17,13.9
2014,2010 жылғы бағаларда пайызбен,Жамбыл,KZ17,14.2
2015,2010 жылғы бағаларда пайызбен,Жамбыл,KZ17,12.5
2016,2010 жылғы бағаларда пайызбен,Жамбыл,KZ17,12.6
2017,2010 жылғы бағаларда пайызбен,Жамбыл,KZ17,11.7
2018,2010 жылғы бағаларда пайызбен,Жамбыл,KZ17,13.1
2010,2010 жылғы бағаларда пайызбен,Қарағанды,KZ12,33.2
2011,2010 жылғы бағаларда пайызбен,Қарағанды,KZ12,33.2
2012,2010 жылғы бағаларда пайызбен,Қарағанды,KZ12,30.3
2013,2010 жылғы бағаларда пайызбен,Қарағанды,KZ12,28.1
2014,2010 жылғы бағаларда пайызбен,Қарағанды,KZ12,26.2
2015,2010 жылғы бағаларда пайызбен,Қарағанды,KZ12,28.2
2016,2010 жылғы бағаларда пайызбен,Қарағанды,KZ12,29.6
2017,2010 жылғы бағаларда пайызбен,Қарағанды,KZ12,31.2
2018,2010 жылғы бағаларда пайызбен,Қарағанды,KZ12,31.0
2010,2010 жылғы бағаларда пайызбен,Қостанай,KZ13,9.5
2011,2010 жылғы бағаларда пайызбен,Қостанай,KZ13,8.5
2012,2010 жылғы бағаларда пайызбен,Қостанай,KZ13,9.0
2013,2010 жылғы бағаларда пайызбен,Қостанай,KZ13,8.8
2014,2010 жылғы бағаларда пайызбен,Қостанай,KZ13,9.4
2015,2010 жылғы бағаларда пайызбен,Қостанай,KZ13,8.7
2016,2010 жылғы бағаларда пайызбен,Қостанай,KZ13,9.4
2017,2010 жылғы бағаларда пайызбен,Қостанай,KZ13,13.7
2018,2010 жылғы бағаларда пайызбен,Қостанай,KZ13,13.8
2010,2010 жылғы бағаларда пайызбен,Қызылорда,KZ14,2.3
2011,2010 жылғы бағаларда пайызбен,Қызылорда,KZ14,2.2
2012,2010 жылғы бағаларда пайызбен,Қызылорда,KZ14,2.3
2013,2010 жылғы бағаларда пайызбен,Қызылорда,KZ14,2.6
2014,2010 жылғы бағаларда пайызбен,Қызылорда,KZ14,2.9
2015,2010 жылғы бағаларда пайызбен,Қызылорда,KZ14,3.1
2016,2010 жылғы бағаларда пайызбен,Қызылорда,KZ14,3.8
2017,2010 жылғы бағаларда пайызбен,Қызылорда,KZ14,5.0
2018,2010 жылғы бағаларда пайызбен,Қызылорда,KZ14,4.9
2010,2010 жылғы бағаларда пайызбен,Маңғыстау,KZ09,3.0
2011,2010 жылғы бағаларда пайызбен,Маңғыстау,KZ09,3.4
2012,2010 жылғы бағаларда пайызбен,Маңғыстау,KZ09,3.4
2013,2010 жылғы бағаларда пайызбен,Маңғыстау,KZ09,3.5
2014,2010 жылғы бағаларда пайызбен,Маңғыстау,KZ09,4.0
2015,2010 жылғы бағаларда пайызбен,Маңғыстау,KZ09,3.5
2016,2010 жылғы бағаларда пайызбен,Маңғыстау,KZ09,3.7
2017,2010 жылғы бағаларда пайызбен,Маңғыстау,KZ09,2.9
2018,2010 жылғы бағаларда пайызбен,Маңғыстау,KZ09,2.8
2010,2010 жылғы бағаларда пайызбен,Оңтүстік Қазақстан,KZ10,21.8
2011,2010 жылғы бағаларда пайызбен,Оңтүстік Қазақстан,KZ10,20.8
2012,2010 жылғы бағаларда пайызбен,Оңтүстік Қазақстан,KZ10,20.7
2013,2010 жылғы бағаларда пайызбен,Оңтүстік Қазақстан,KZ10,20.1
2014,2010 жылғы бағаларда пайызбен,Оңтүстік Қазақстан,KZ10,20.2
2015,2010 жылғы бағаларда пайызбен,Оңтүстік Қазақстан,KZ10,20.2
2016,2010 жылғы бағаларда пайызбен,Оңтүстік Қазақстан,KZ10,21.0
2017,2010 жылғы бағаларда пайызбен,Оңтүстік Қазақстан,KZ10,18.8
2010,2010 жылғы бағаларда пайызбен,Павлодар,KZ11,28.3
2011,2010 жылғы бағаларда пайызбен,Павлодар,KZ11,26.0
2012,2010 жылғы бағаларда пайызбен,Павлодар,KZ11,25.3
2013,2010 жылғы бағаларда пайызбен,Павлодар,KZ11,25.2
2014,2010 жылғы бағаларда пайызбен,Павлодар,KZ11,24.1
2015,2010 жылғы бағаларда пайызбен,Павлодар,KZ11,23.3
2016,2010 жылғы бағаларда пайызбен,Павлодар,KZ11,23.5
2017,2010 жылғы бағаларда пайызбен,Павлодар,KZ11,27.9
2018,2010 жылғы бағаларда пайызбен,Павлодар,KZ11,28.5
2010,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,KZ16,8.5
2011,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,KZ16,7.8
2012,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,KZ16,8.5
2013,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,KZ16,8.2
2014,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,KZ16,7.8
2015,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,KZ16,7.8
2016,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,KZ16,7.6
2017,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,KZ16,10.5
2018,2010 жылғы бағаларда пайызбен,Солтүстік Қазақстан,KZ16,9.7
2018,2010 жылғы бағаларда пайызбен,Түркістан,KZ10,9.9
2010,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,KZ15,19.8
2011,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,KZ15,21.4
2012,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,KZ15,24.2
2013,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,KZ15,24.1
2014,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,KZ15,23.8
2015,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,KZ15,21.6
2016,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,KZ15,21.6
2017,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,KZ15,21.1
2018,2010 жылғы бағаларда пайызбен,Шығыс Қазақстан,KZ15,22.9
2010,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,KZ05,3.0
2011,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,KZ05,3.5
2012,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,KZ05,4.2
2013,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,KZ05,4.1
2014,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,KZ05,3.6
2015,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,KZ05,3.6
2016,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,KZ05,3.5
2017,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,KZ05,4.4
2018,2010 жылғы бағаларда пайызбен,Нұр-Сұлтан қаласы,KZ05,4.5
2010,2010 жылғы бағаларда пайызбен,Алматы қаласы,KZ02,5.2
2011,2010 жылғы бағаларда пайызбен,Алматы қаласы,KZ02,5.1
2012,2010 жылғы бағаларда пайызбен,Алматы қаласы,KZ02,4.8
2013,2010 жылғы бағаларда пайызбен,Алматы қаласы,KZ02,4.6
2014,2010 жылғы бағаларда пайызбен,Алматы қаласы,KZ02,4.3
2015,2010 жылғы бағаларда пайызбен,Алматы қаласы,KZ02,3.9
2016,2010 жылғы бағаларда пайызбен,Алматы қаласы,KZ02,3.8
2017,2010 жылғы бағаларда пайызбен,Алматы қаласы,KZ02,3.9
2018,2010 жылғы бағаларда пайызбен,Алматы қаласы,KZ02,4.0
2018,2010 жылғы бағаларда пайызбен,Шымкент қаласы,KZ18,22.6
2010,"2010 жылғы бағаларда, АҚШ доллар",,,1027.0
2011,"2010 жылғы бағаларда, АҚШ доллар",,,1083.4
2012,"2010 жылғы бағаларда, АҚШ доллар",,,1100.9
2013,"2010 жылғы бағаларда, АҚШ доллар",,,1117.3
2014,"2010 жылғы бағаларда, АҚШ доллар",,,1118.4
2015,"2010 жылғы бағаларда, АҚШ доллар",,,1105.0
2016,"2010 жылғы бағаларда, АҚШ доллар",,,1109.1
2017,"2010 жылғы бағаларда, АҚШ доллар",,,1165.6
2018,"2010 жылғы бағаларда, АҚШ доллар",,,1201.5
2010,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,,728.0
2011,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,,817.5
2012,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,,831.4
2013,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,,830.6
2014,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,,902.7
2015,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,,968.9
2016,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,,998.8
2017,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,,1033.7
2018,"2010 жылғы бағаларда, АҚШ доллар",Ақмола,,1109.4
2010,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,,821.5
2011,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,,866.7
2012,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,,877.3
2013,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,,942.2
2014,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,,925.0
2015,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,,902.8
2016,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,,1034.2
2017,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,,1109.8
2018,"2010 жылғы бағаларда, АҚШ доллар",Ақтөбе,,1201.8
2010,"2010 жылғы бағаларда, АҚШ доллар",Алматы,,622.4
2011,"2010 жылғы бағаларда, АҚШ доллар",Алматы,,680.9
2012,"2010 жылғы бағаларда, АҚШ доллар",Алматы,,673.4
2013,"2010 жылғы бағаларда, АҚШ доллар",Алматы,,675.3
2014,"2010 жылғы бағаларда, АҚШ доллар",Алматы,,694.6
2015,"2010 жылғы бағаларда, АҚШ доллар",Алматы,,736.9
2016,"2010 жылғы бағаларда, АҚШ доллар",Алматы,,696.4
2017,"2010 жылғы бағаларда, АҚШ доллар",Алматы,,720.7
2018,"2010 жылғы бағаларда, АҚШ доллар",Алматы,,735.7
2010,"2010 жылғы бағаларда, АҚШ доллар",Атырау,,2014.1
2011,"2010 жылғы бағаларда, АҚШ доллар",Атырау,,1943.6
2012,"2010 жылғы бағаларда, АҚШ доллар",Атырау,,1834.8
2013,"2010 жылғы бағаларда, АҚШ доллар",Атырау,,1869.1
2014,"2010 жылғы бағаларда, АҚШ доллар",Атырау,,1903.3
2015,"2010 жылғы бағаларда, АҚШ доллар",Атырау,,1828.8
2016,"2010 жылғы бағаларда, АҚШ доллар",Атырау,,1871.1
2017,"2010 жылғы бағаларда, АҚШ доллар",Атырау,,1905.3
2018,"2010 жылғы бағаларда, АҚШ доллар",Атырау,,2044.3
2010,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,,549.8
2011,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,,584.9
2012,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,,597.6
2013,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,,712.5
2014,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,,710.8
2015,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,,507.4
2016,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,,524.5
2017,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,,535.5
2018,"2010 жылғы бағаларда, АҚШ доллар",Батыс Қазақстан,,598.7
2010,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,,384.0
2011,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,,482.3
2012,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,,468.4
2013,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,,501.1
2014,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,,506.1
2015,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,,441.2
2016,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,,453.1
2017,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,,461.1
2018,"2010 жылғы бағаларда, АҚШ доллар",Жамбыл,,476.5
2010,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,,3122.5
2011,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,,3300.5
2012,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,,3028.8
2013,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,,3007.0
2014,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,,2878.9
2015,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,,3166.2
2016,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,,3391.0
2017,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,,3512.8
2018,"2010 жылғы бағаларда, АҚШ доллар",Қарағанды,,3528.4
2010,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,,628.0
2011,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,,640.0
2012,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,,634.3
2013,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,,685.2
2014,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,,744.9
2015,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,,670.1
2016,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,,705.9
2017,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,,756.2
2018,"2010 жылғы бағаларда, АҚШ доллар",Қостанай,,818.3
2010,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,,194.8
2011,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,,194.1
2012,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,,201.7
2013,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,,232.1
2014,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,,250.8
2015,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,,252.3
2016,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,,297.5
2017,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,,309.4
2018,"2010 жылғы бағаларда, АҚШ доллар",Қызылорда,,292.7
2010,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,,588.3
2011,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,,631.9
2012,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,,613.0
2013,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,,650.7
2014,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,,745.4
2015,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,,631.9
2016,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,,654.8
2017,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,,677.2
2018,"2010 жылғы бағаларда, АҚШ доллар",Маңғыстау,,739.5
2010,"2010 жылғы бағаларда, АҚШ доллар",Оңтүстік Қазақстан,,703.3
2011,"2010 жылғы бағаларда, АҚШ доллар",Оңтүстік Қазақстан,,688.5
2012,"2010 жылғы бағаларда, АҚШ доллар",Оңтүстік Қазақстан,,697.7
2013,"2010 жылғы бағаларда, АҚШ доллар",Оңтүстік Қазақстан,,684.3
2014,"2010 жылғы бағаларда, АҚШ доллар",Оңтүстік Қазақстан,,689.9
2015,"2010 жылғы бағаларда, АҚШ доллар",Оңтүстік Қазақстан,,687.8
2016,"2010 жылғы бағаларда, АҚШ доллар",Оңтүстік Қазақстан,,715.3
2017,"2010 жылғы бағаларда, АҚШ доллар",Оңтүстік Қазақстан,,755.3
2010,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,,2660.1
2011,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,,2694.6
2012,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,,2830.3
2013,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,,2814.3
2014,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,,2707.9
2015,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,,2612.2
2016,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,,2614.8
2017,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,,2753.2
2018,"2010 жылғы бағаларда, АҚШ доллар",Павлодар,,2923.4
2010,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,,455.6
2011,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,,486.1
2012,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,,502.0
2013,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,,528.0
2014,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,,534.8
2015,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,,541.2
2016,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,,535.3
2017,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,,589.1
2018,"2010 жылғы бағаларда, АҚШ доллар",Солтүстік Қазақстан,,595.0
2010,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,,1198.7
2011,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,,1386.9
2012,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,,1770.5
2013,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,,1889.2
2014,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,,1913.2
2015,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,,1739.4
2016,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,,1778.9
2017,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,,1814.9
2018,"2010 жылғы бағаларда, АҚШ доллар",Шығыс Қазақстан,,2019.9
2010,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,,528.2
2011,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,,637.6
2012,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,,826.1
2013,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,,856.8
2014,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,,786.5
2015,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,,798.1
2016,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,,750.1
2017,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,,768.0
2018,"2010 жылғы бағаларда, АҚШ доллар",Нұр-Сұлтан қаласы,,790.2
2010,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,,978.3
2011,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,,1033.1
2012,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,,1043.9
2013,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,,1107.5
2014,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,,1068.4
2015,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,,951.9
2016,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,,923.6
2017,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,,942.1
2018,"2010 жылғы бағаларда, АҚШ доллар",Алматы қаласы,,963.7
