Year,Units,Аймақ,Жынысы,Өңірлер,GeoCode,Value
2016,пайыз,ауыл,,Алматы,KZ01,87.8
2017,пайыз,ауыл,,Алматы,KZ01,90.2
2018,пайыз,ауыл,,Алматы,KZ01,92.5
2016,пайыз,ауыл,ерлер,Алматы,KZ01,87.2
2017,пайыз,ауыл,ерлер,Алматы,KZ01,91.1
2018,пайыз,ауыл,ерлер,Алматы,KZ01,93.5
2016,пайыз,ауыл,әйелдер,Алматы,KZ01,88.3
2017,пайыз,ауыл,әйелдер,Алматы,KZ01,89.2
2018,пайыз,ауыл,әйелдер,Алматы,KZ01,91.4
2016,пайыз,,,Атырау,KZ06,85.1
2017,пайыз,,,Атырау,KZ06,87.7
2018,пайыз,,,Атырау,KZ06,86.1
2016,пайыз,,ерлер,Атырау,KZ06,86.1
2017,пайыз,,ерлер,Атырау,KZ06,87.0
2018,пайыз,,ерлер,Атырау,KZ06,86.0
2016,пайыз,,әйелдер,Атырау,KZ06,84.2
2017,пайыз,,әйелдер,Атырау,KZ06,88.5
2018,пайыз,,әйелдер,Атырау,KZ06,86.2
2016,пайыз,қала,,Атырау,KZ06,90.2
2017,пайыз,қала,,Атырау,KZ06,93.6
2018,пайыз,қала,,Атырау,KZ06,89.1
2016,пайыз,қала,ерлер,Атырау,KZ06,92.9
2017,пайыз,қала,ерлер,Атырау,KZ06,94.5
2018,пайыз,қала,ерлер,Атырау,KZ06,90.4
2016,пайыз,қала,әйелдер,Атырау,KZ06,87.7
2017,пайыз,қала,әйелдер,Атырау,KZ06,92.7
2018,пайыз,қала,әйелдер,Атырау,KZ06,87.9
2016,пайыз,ауыл,,Атырау,KZ06,80.6
2017,пайыз,ауыл,,Атырау,KZ06,82.5
2018,пайыз,ауыл,,Атырау,KZ06,83.0
2016,пайыз,ауыл,ерлер,Атырау,KZ06,80.3
2017,пайыз,ауыл,ерлер,Атырау,KZ06,80.5
2018,пайыз,ауыл,ерлер,Атырау,KZ06,81.6
2016,пайыз,ауыл,әйелдер,Атырау,KZ06,80.9
2017,пайыз,ауыл,әйелдер,Атырау,KZ06,84.4
2018,пайыз,ауыл,әйелдер,Атырау,KZ06,84.3
2016,пайыз,,,Батыс Қазақстан,KZ07,90.1
2017,пайыз,,,Батыс Қазақстан,KZ07,90.7
2018,пайыз,,,Батыс Қазақстан,KZ07,90.2
2016,пайыз,,ерлер,Батыс Қазақстан,KZ07,90.8
2017,пайыз,,ерлер,Батыс Қазақстан,KZ07,91.1
2018,пайыз,,ерлер,Батыс Қазақстан,KZ07,91.2
2016,пайыз,,әйелдер,Батыс Қазақстан,KZ07,89.4
2017,пайыз,,әйелдер,Батыс Қазақстан,KZ07,90.4
2018,пайыз,,әйелдер,Батыс Қазақстан,KZ07,89.2
2016,пайыз,қала,,Батыс Қазақстан,KZ07,95.0
2017,пайыз,қала,,Батыс Қазақстан,KZ07,97.3
2018,пайыз,қала,,Батыс Қазақстан,KZ07,95.7
2016,пайыз,қала,ерлер,Батыс Қазақстан,KZ07,95.7
2017,пайыз,қала,ерлер,Батыс Қазақстан,KZ07,97.3
2018,пайыз,қала,ерлер,Батыс Қазақстан,KZ07,96.7
2016,пайыз,қала,әйелдер,Батыс Қазақстан,KZ07,94.4
2017,пайыз,қала,әйелдер,Батыс Қазақстан,KZ07,97.4
2018,пайыз,қала,әйелдер,Батыс Қазақстан,KZ07,94.8
2016,пайыз,ауыл,,Батыс Қазақстан,KZ07,85.2
2017,пайыз,ауыл,,Батыс Қазақстан,KZ07,84.0
2018,пайыз,ауыл,,Батыс Қазақстан,KZ07,84.4
2016,пайыз,ауыл,ерлер,Батыс Қазақстан,KZ07,86.5
2017,пайыз,ауыл,ерлер,Батыс Қазақстан,KZ07,85.3
2018,пайыз,ауыл,ерлер,Батыс Қазақстан,KZ07,85.9
2016,пайыз,ауыл,әйелдер,Батыс Қазақстан,KZ07,84.0
2017,пайыз,ауыл,әйелдер,Батыс Қазақстан,KZ07,82.6
2018,пайыз,ауыл,әйелдер,Батыс Қазақстан,KZ07,82.8
2016,пайыз,,,Жамбыл,KZ17,75.8
2017,пайыз,,,Жамбыл,KZ17,81.9
2018,пайыз,,,Жамбыл,KZ17,83.0
2016,пайыз,,ерлер,Жамбыл,KZ17,77.0
2017,пайыз,,ерлер,Жамбыл,KZ17,82.0
2018,пайыз,,ерлер,Жамбыл,KZ17,84.2
2016,пайыз,,әйелдер,Жамбыл,KZ17,74.7
2017,пайыз,,әйелдер,Жамбыл,KZ17,81.7
2018,пайыз,,әйелдер,Жамбыл,KZ17,81.9
2016,пайыз,қала,,Жамбыл,KZ17,81.4
2017,пайыз,қала,,Жамбыл,KZ17,84.2
2018,пайыз,қала,,Жамбыл,KZ17,78.7
2016,пайыз,қала,ерлер,Жамбыл,KZ17,80.7
2017,пайыз,қала,ерлер,Жамбыл,KZ17,83.5
2018,пайыз,қала,ерлер,Жамбыл,KZ17,78.5
2016,пайыз,қала,әйелдер,Жамбыл,KZ17,82.0
2017,пайыз,қала,әйелдер,Жамбыл,KZ17,84.8
2018,пайыз,қала,әйелдер,Жамбыл,KZ17,78.8
2016,пайыз,ауыл,,Жамбыл,KZ17,72.1
2017,пайыз,ауыл,,Жамбыл,KZ17,80.3
2018,пайыз,ауыл,,Жамбыл,KZ17,85.9
2016,пайыз,ауыл,ерлер,Жамбыл,KZ17,74.7
2017,пайыз,ауыл,ерлер,Жамбыл,KZ17,81.0
2018,пайыз,ауыл,ерлер,Жамбыл,KZ17,87.7
2016,пайыз,ауыл,әйелдер,Жамбыл,KZ17,69.4
2017,пайыз,ауыл,әйелдер,Жамбыл,KZ17,79.5
2018,пайыз,ауыл,әйелдер,Жамбыл,KZ17,84.1
2016,пайыз,,,Қостанай,KZ13,89.7
2017,пайыз,,,Қостанай,KZ13,93.1
2018,пайыз,,,Қостанай,KZ13,91.3
2016,пайыз,,ерлер,Қостанай,KZ13,91.2
2017,пайыз,,ерлер,Қостанай,KZ13,93.9
2018,пайыз,,ерлер,Қостанай,KZ13,91.4
2016,пайыз,,әйелдер,Қостанай,KZ13,88.4
2017,пайыз,,әйелдер,Қостанай,KZ13,92.4
2018,пайыз,,әйелдер,Қостанай,KZ13,91.2
2016,пайыз,қала,,Қостанай,KZ13,92.3
2017,пайыз,қала,,Қостанай,KZ13,95.4
2018,пайыз,қала,,Қостанай,KZ13,93.7
2016,пайыз,қала,ерлер,Қостанай,KZ13,94.1
2017,пайыз,қала,ерлер,Қостанай,KZ13,95.9
2018,пайыз,қала,ерлер,Қостанай,KZ13,93.2
2016,пайыз,қала,әйелдер,Қостанай,KZ13,90.8
2017,пайыз,қала,әйелдер,Қостанай,KZ13,95.0
2018,пайыз,қала,әйелдер,Қостанай,KZ13,94.1
2016,пайыз,ауыл,,Қостанай,KZ13,86.9
2017,пайыз,ауыл,,Қостанай,KZ13,90.5
2018,пайыз,ауыл,,Қостанай,KZ13,88.6
2016,пайыз,ауыл,ерлер,Қостанай,KZ13,88.3
2017,пайыз,ауыл,ерлер,Қостанай,KZ13,91.8
2018,пайыз,ауыл,ерлер,Қостанай,KZ13,89.6
2016,пайыз,ауыл,әйелдер,Қостанай,KZ13,85.6
2017,пайыз,ауыл,әйелдер,Қостанай,KZ13,89.2
2018,пайыз,ауыл,әйелдер,Қостанай,KZ13,87.6
2016,пайыз,,,Қызылорда,KZ14,83.9
2017,пайыз,,,Қызылорда,KZ14,83.1
2018,пайыз,,,Қызылорда,KZ14,85.9
2016,пайыз,,ерлер,Қызылорда,KZ14,84.1
2017,пайыз,,ерлер,Қызылорда,KZ14,82.8
2018,пайыз,,ерлер,Қызылорда,KZ14,86.6
2016,пайыз,,әйелдер,Қызылорда,KZ14,83.6
2017,пайыз,,әйелдер,Қызылорда,KZ14,83.3
2018,пайыз,,әйелдер,Қызылорда,KZ14,85.2
2016,пайыз,қала,,Қызылорда,KZ14,91.8
2017,пайыз,қала,,Қызылорда,KZ14,88.7
2018,пайыз,қала,,Қызылорда,KZ14,93.9
2016,пайыз,қала,ерлер,Қызылорда,KZ14,90.6
2017,пайыз,қала,ерлер,Қызылорда,KZ14,89.0
2018,пайыз,қала,ерлер,Қызылорда,KZ14,93.8
2016,пайыз,қала,әйелдер,Қызылорда,KZ14,93.1
2017,пайыз,қала,әйелдер,Қызылорда,KZ14,88.4
2018,пайыз,қала,әйелдер,Қызылорда,KZ14,94.0
2016,пайыз,ауыл,,Қызылорда,KZ14,77.8
2017,пайыз,ауыл,,Қызылорда,KZ14,78.7
2018,пайыз,ауыл,,Қызылорда,KZ14,79.7
2016,пайыз,ауыл,ерлер,Қызылорда,KZ14,79.4
2017,пайыз,ауыл,ерлер,Қызылорда,KZ14,78.3
2018,пайыз,ауыл,ерлер,Қызылорда,KZ14,81.2
2016,пайыз,ауыл,әйелдер,Қызылорда,KZ14,76.1
2017,пайыз,ауыл,әйелдер,Қызылорда,KZ14,79.2
2018,пайыз,ауыл,әйелдер,Қызылорда,KZ14,78.1
2016,пайыз,,,Маңғыстау,KZ09,87.0
2017,пайыз,,,Маңғыстау,KZ09,89.3
2018,пайыз,,,Маңғыстау,KZ09,88.7
2016,пайыз,,ерлер,Маңғыстау,KZ09,87.2
2017,пайыз,,ерлер,Маңғыстау,KZ09,90.9
2018,пайыз,,ерлер,Маңғыстау,KZ09,88.6
2016,пайыз,,әйелдер,Маңғыстау,KZ09,86.8
2017,пайыз,,әйелдер,Маңғыстау,KZ09,87.8
2018,пайыз,,әйелдер,Маңғыстау,KZ09,88.8
2016,пайыз,қала,,Маңғыстау,KZ09,94.0
2017,пайыз,қала,,Маңғыстау,KZ09,92.9
2018,пайыз,қала,,Маңғыстау,KZ09,91.8
2016,пайыз,қала,ерлер,Маңғыстау,KZ09,95.5
2017,пайыз,қала,ерлер,Маңғыстау,KZ09,93.4
2018,пайыз,қала,ерлер,Маңғыстау,KZ09,91.5
2016,пайыз,қала,әйелдер,Маңғыстау,KZ09,92.6
2017,пайыз,қала,әйелдер,Маңғыстау,KZ09,92.4
2018,пайыз,қала,әйелдер,Маңғыстау,KZ09,92.0
2016,пайыз,ауыл,,Маңғыстау,KZ09,80.5
2017,пайыз,ауыл,,Маңғыстау,KZ09,86.7
2018,пайыз,ауыл,,Маңғыстау,KZ09,86.6
2016,пайыз,ауыл,ерлер,Маңғыстау,KZ09,79.8
2017,пайыз,ауыл,ерлер,Маңғыстау,KZ09,89.1
2018,пайыз,ауыл,ерлер,Маңғыстау,KZ09,86.5
2016,пайыз,ауыл,әйелдер,Маңғыстау,KZ09,81.2
2017,пайыз,ауыл,әйелдер,Маңғыстау,KZ09,84.5
2018,пайыз,ауыл,әйелдер,Маңғыстау,KZ09,86.6
2016,пайыз,,,Павлодар,KZ11,89.6
2017,пайыз,,,Павлодар,KZ11,86.5
2018,пайыз,,,Павлодар,KZ11,88.1
2016,пайыз,,ерлер,Павлодар,KZ11,91.3
2017,пайыз,,ерлер,Павлодар,KZ11,87.0
2018,пайыз,,ерлер,Павлодар,KZ11,89.4
2016,пайыз,,әйелдер,Павлодар,KZ11,88.1
2017,пайыз,,әйелдер,Павлодар,KZ11,86.1
2018,пайыз,,әйелдер,Павлодар,KZ11,86.9
2016,пайыз,қала,,Павлодар,KZ11,92.1
2017,пайыз,қала,,Павлодар,KZ11,89.3
2018,пайыз,қала,,Павлодар,KZ11,91.4
2016,пайыз,қала,ерлер,Павлодар,KZ11,92.9
2017,пайыз,қала,ерлер,Павлодар,KZ11,90.3
2018,пайыз,қала,ерлер,Павлодар,KZ11,93.5
2016,пайыз,қала,әйелдер,Павлодар,KZ11,91.4
2017,пайыз,қала,әйелдер,Павлодар,KZ11,88.4
2018,пайыз,қала,әйелдер,Павлодар,KZ11,89.6
2016,пайыз,ауыл,,Павлодар,KZ11,83.7
2017,пайыз,ауыл,,Павлодар,KZ11,79.9
2018,пайыз,ауыл,,Павлодар,KZ11,80.2
2016,пайыз,ауыл,ерлер,Павлодар,KZ11,87.6
2017,пайыз,ауыл,ерлер,Павлодар,KZ11,79.7
2018,пайыз,ауыл,ерлер,Павлодар,KZ11,80.6
2016,пайыз,ауыл,әйелдер,Павлодар,KZ11,79.8
2017,пайыз,ауыл,әйелдер,Павлодар,KZ11,80.2
2018,пайыз,ауыл,әйелдер,Павлодар,KZ11,79.9
2016,пайыз,,,Солтүстік Қазақстан,KZ16,81.5
2017,пайыз,,,Солтүстік Қазақстан,KZ16,83.5
2018,пайыз,,,Солтүстік Қазақстан,KZ16,84.8
2016,пайыз,,ерлер,Солтүстік Қазақстан,KZ16,84.0
2017,пайыз,,ерлер,Солтүстік Қазақстан,KZ16,85.5
2018,пайыз,,ерлер,Солтүстік Қазақстан,KZ16,85.1
2016,пайыз,,әйелдер,Солтүстік Қазақстан,KZ16,79.3
2017,пайыз,,әйелдер,Солтүстік Қазақстан,KZ16,81.7
2018,пайыз,,әйелдер,Солтүстік Қазақстан,KZ16,84.5
2016,пайыз,қала,,Солтүстік Қазақстан,KZ16,83.1
2017,пайыз,қала,,Солтүстік Қазақстан,KZ16,86.5
2018,пайыз,қала,,Солтүстік Қазақстан,KZ16,86.4
2016,пайыз,қала,ерлер,Солтүстік Қазақстан,KZ16,85.0
2017,пайыз,қала,ерлер,Солтүстік Қазақстан,KZ16,87.7
2018,пайыз,қала,ерлер,Солтүстік Қазақстан,KZ16,86.5
2016,пайыз,қала,әйелдер,Солтүстік Қазақстан,KZ16,81.5
2017,пайыз,қала,әйелдер,Солтүстік Қазақстан,KZ16,85.5
2018,пайыз,қала,әйелдер,Солтүстік Қазақстан,KZ16,86.3
2016,пайыз,ауыл,,Солтүстік Қазақстан,KZ16,80.4
2017,пайыз,ауыл,,Солтүстік Қазақстан,KZ16,81.2
2018,пайыз,ауыл,,Солтүстік Қазақстан,KZ16,83.5
2016,пайыз,ауыл,ерлер,Солтүстік Қазақстан,KZ16,83.3
2017,пайыз,ауыл,ерлер,Солтүстік Қазақстан,KZ16,83.9
2018,пайыз,ауыл,ерлер,Солтүстік Қазақстан,KZ16,84.1
2016,пайыз,ауыл,әйелдер,Солтүстік Қазақстан,KZ16,77.5
2017,пайыз,ауыл,әйелдер,Солтүстік Қазақстан,KZ16,78.5
2018,пайыз,ауыл,әйелдер,Солтүстік Қазақстан,KZ16,83.0
2016,пайыз,,,Түркістан,KZ10,78.1
2017,пайыз,,,Түркістан,KZ10,78.8
2018,пайыз,,,Түркістан,KZ10,80.4
2016,пайыз,,ерлер,Түркістан,KZ10,78.4
2017,пайыз,,ерлер,Түркістан,KZ10,79.7
2018,пайыз,,ерлер,Түркістан,KZ10,81.2
2016,пайыз,,әйелдер,Түркістан,KZ10,77.8
2017,пайыз,,әйелдер,Түркістан,KZ10,77.8
2018,пайыз,,әйелдер,Түркістан,KZ10,79.5
2016,пайыз,қала,,Түркістан,KZ10,77.5
2017,пайыз,қала,,Түркістан,KZ10,76.6
2018,пайыз,қала,,Түркістан,KZ10,77.9
2016,пайыз,қала,ерлер,Түркістан,KZ10,77.6
2017,пайыз,қала,ерлер,Түркістан,KZ10,75.8
2018,пайыз,қала,ерлер,Түркістан,KZ10,78.0
2016,пайыз,қала,әйелдер,Түркістан,KZ10,77.4
2017,пайыз,қала,әйелдер,Түркістан,KZ10,77.4
2018,пайыз,қала,әйелдер,Түркістан,KZ10,77.8
2016,пайыз,ауыл,,Түркістан,KZ10,78.3
2017,пайыз,ауыл,,Түркістан,KZ10,79.3
2018,пайыз,ауыл,,Түркістан,KZ10,80.9
2016,пайыз,ауыл,ерлер,Түркістан,KZ10,78.6
2017,пайыз,ауыл,ерлер,Түркістан,KZ10,80.6
2018,пайыз,ауыл,ерлер,Түркістан,KZ10,82.0
2016,пайыз,ауыл,әйелдер,Түркістан,KZ10,77.9
2017,пайыз,ауыл,әйелдер,Түркістан,KZ10,77.9
2018,пайыз,ауыл,әйелдер,Түркістан,KZ10,79.9
2016,пайыз,,,Шығыс Қазақстан,KZ15,89.5
2017,пайыз,,,Шығыс Қазақстан,KZ15,85.3
2018,пайыз,,,Шығыс Қазақстан,KZ15,87.3
2016,пайыз,,ерлер,Шығыс Қазақстан,KZ15,91.3
2017,пайыз,,ерлер,Шығыс Қазақстан,KZ15,85.1
2018,пайыз,,ерлер,Шығыс Қазақстан,KZ15,87.7
2016,пайыз,,әйелдер,Шығыс Қазақстан,KZ15,87.9
2017,пайыз,,әйелдер,Шығыс Қазақстан,KZ15,85.5
2018,пайыз,,әйелдер,Шығыс Қазақстан,KZ15,87.0
2016,пайыз,қала,,Шығыс Қазақстан,KZ15,92.4
2017,пайыз,қала,,Шығыс Қазақстан,KZ15,92.2
2018,пайыз,қала,,Шығыс Қазақстан,KZ15,94.2
2016,пайыз,қала,ерлер,Шығыс Қазақстан,KZ15,92.6
2017,пайыз,қала,ерлер,Шығыс Қазақстан,KZ15,91.4
2018,пайыз,қала,ерлер,Шығыс Қазақстан,KZ15,94.3
2016,пайыз,қала,әйелдер,Шығыс Қазақстан,KZ15,92.1
2017,пайыз,қала,әйелдер,Шығыс Қазақстан,KZ15,92.9
2018,пайыз,қала,әйелдер,Шығыс Қазақстан,KZ15,94.2
2016,пайыз,ауыл,,Шығыс Қазақстан,KZ15,85.2
2017,пайыз,ауыл,,Шығыс Қазақстан,KZ15,74.8
2018,пайыз,ауыл,,Шығыс Қазақстан,KZ15,76.5
2016,пайыз,ауыл,ерлер,Шығыс Қазақстан,KZ15,89.5
2017,пайыз,ауыл,ерлер,Шығыс Қазақстан,KZ15,76.2
2018,пайыз,ауыл,ерлер,Шығыс Қазақстан,KZ15,78.2
2016,пайыз,ауыл,әйелдер,Шығыс Қазақстан,KZ15,81.0
2017,пайыз,ауыл,әйелдер,Шығыс Қазақстан,KZ15,73.3
2018,пайыз,ауыл,әйелдер,Шығыс Қазақстан,KZ15,74.8
2016,пайыз,,,Нұр-Сұлтан қаласы,KZ05,99.6
2017,пайыз,,,Нұр-Сұлтан қаласы,KZ05,96.3
2018,пайыз,,,Нұр-Сұлтан қаласы,KZ05,94.2
2016,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,KZ05,99.4
2017,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,KZ05,96.1
2018,пайыз,қала,ерлер,Нұр-Сұлтан қаласы,KZ05,98.5
2016,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,KZ05,99.8
2017,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,KZ05,96.5
2018,пайыз,қала,әйелдер,Нұр-Сұлтан қаласы,KZ05,90.3
2016,пайыз,,,Алматы қаласы,KZ02,85.4
2017,пайыз,,,Алматы қаласы,KZ02,86.5
2018,пайыз,,,Алматы қаласы,KZ02,89.8
2016,пайыз,қала,ерлер,Алматы қаласы,KZ02,84.6
2017,пайыз,қала,ерлер,Алматы қаласы,KZ02,86.3
2018,пайыз,қала,ерлер,Алматы қаласы,KZ02,90.5
2016,пайыз,қала,әйелдер,Алматы қаласы,KZ02,86.1
2017,пайыз,қала,әйелдер,Алматы қаласы,KZ02,86.6
2018,пайыз,қала,әйелдер,Алматы қаласы,KZ02,89.2
2016,пайыз,,,Шымкент қаласы,KZ18,81.0
2017,пайыз,,,Шымкент қаласы,KZ18,91.2
2018,пайыз,,,Шымкент қаласы,KZ18,91.3
2016,пайыз,қала,ерлер,Шымкент қаласы,KZ18,81.3
2017,пайыз,қала,ерлер,Шымкент қаласы,KZ18,92.1
2018,пайыз,қала,ерлер,Шымкент қаласы,KZ18,92.4
2016,пайыз,қала,әйелдер,Шымкент қаласы,KZ18,80.7
2017,пайыз,қала,әйелдер,Шымкент қаласы,KZ18,90.3
2018,пайыз,қала,әйелдер,Шымкент қаласы,KZ18,90.3
