Year,Units,Пол,Регионы,Местность,Value
2017,на 1000 родившихся,девочки,Атырауская,город,4.819888381532217
2017,на 1000 родившихся,девочки,Западно-Казахстанская,город,6.152125279642059
2017,на 1000 родившихся,девочки,Жамбылская,город,4.511278195488722
2017,на 1000 родившихся,девочки,Карагандинская,город,3.928170594837262
2017,на 1000 родившихся,девочки,Костанайская,город,5.45289306270827
2017,на 1000 родившихся,девочки,Кызылординская,город,3.8742023701002735
2017,на 1000 родившихся,девочки,Мангистауская,город,3.5938903863432166
2017,на 1000 родившихся,девочки,Южно-Казахстанская,город,4.71148755955532
2017,на 1000 родившихся,девочки,Павлодарская,город,5.268439538384346
2017,на 1000 родившихся,девочки,Северо-Казахстанская,город,5.633802816901409
2017,на 1000 родившихся,девочки,Восточно-Казахстанская,город,3.3522810085993293
2017,на 1000 родившихся,девочки,г_Нур-Султан,город,3.3935817041682035
2017,на 1000 родившихся,девочки,г_Алматы,город,3.852028956631467
2017,на 1000 родившихся,девочки,,село,3.7893669602686777
2017,на 1000 родившихся,девочки,Акмолинская,село,3.9327851269217016
2017,на 1000 родившихся,девочки,Актюбинская,село,5.328005328005328
2017,на 1000 родившихся,девочки,Алматинская,село,4.139628552248825
2017,на 1000 родившихся,девочки,Атырауская,село,3.983071944236993
2017,на 1000 родившихся,девочки,Западно-Казахстанская,село,2.2581859239744073
2017,на 1000 родившихся,девочки,Жамбылская,село,1.997868939797549
2017,на 1000 родившихся,девочки,Карагандинская,село,3.1746031746031744
2017,на 1000 родившихся,девочки,Костанайская,село,3.8809831824062098
2017,на 1000 родившихся,девочки,Кызылординская,село,3.7735849056603774
2017,на 1000 родившихся,девочки,Мангистауская,село,4.72376257958513
2017,на 1000 родившихся,девочки,Южно-Казахстанская,село,3.8278501965652802
2017,на 1000 родившихся,девочки,Павлодарская,село,2.233389168062535
2017,на 1000 родившихся,девочки,Северо-Казахстанская,село,4.253056884635832
2017,на 1000 родившихся,девочки,Восточно-Казахстанская,село,4.639175257731959
2018,на 1000 родившихся,мальчики и девочки,,,4.58
2018,на 1000 родившихся,мальчики и девочки,Акмолинская,,3.38
2018,на 1000 родившихся,мальчики и девочки,Актюбинская,,5.15
2018,на 1000 родившихся,мальчики и девочки,Алматинская,,4.15
2018,на 1000 родившихся,мальчики и девочки,Атырауская,,6.05
2018,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,,3.98
2018,на 1000 родившихся,мальчики и девочки,Жамбылская,,3.28
2018,на 1000 родившихся,мальчики и девочки,Карагандинская,,4.88
2018,на 1000 родившихся,мальчики и девочки,Костанайская,,6.19
2018,на 1000 родившихся,мальчики и девочки,Кызылординская,,4.95
2018,на 1000 родившихся,мальчики и девочки,Мангистауская,,5.53
2018,на 1000 родившихся,мальчики и девочки,Павлодарская,,3.46
2018,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,,6.12
2018,на 1000 родившихся,мальчики и девочки,Туркестанская,,4.14
2018,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,,4.94
2018,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,,3.43
2018,на 1000 родившихся,мальчики и девочки,г_Алматы,,5.74
2018,на 1000 родившихся,мальчики и девочки,г_Шымкент,,4.74
2018,на 1000 родившихся,мальчики и девочки,,город,4.89
2018,на 1000 родившихся,мальчики и девочки,Акмолинская,город,4.5
2018,на 1000 родившихся,мальчики и девочки,Актюбинская,город,5.45
2018,на 1000 родившихся,мальчики и девочки,Алматинская,город,4.0
2018,на 1000 родившихся,мальчики и девочки,Атырауская,город,5.51
2018,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,город,3.81
2018,на 1000 родившихся,мальчики и девочки,Жамбылская,город,3.93
2018,на 1000 родившихся,мальчики и девочки,Карагандинская,город,5.21
2018,на 1000 родившихся,мальчики и девочки,Костанайская,город,6.3
2018,на 1000 родившихся,мальчики и девочки,Кызылординская,город,6.47
2018,на 1000 родившихся,мальчики и девочки,Мангистауская,город,5.69
2018,на 1000 родившихся,мальчики и девочки,Павлодарская,город,4.09
2018,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,город,7.01
2018,на 1000 родившихся,мальчики и девочки,Туркестанская,город,4.08
2018,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,город,5.63
2018,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,город,3.43
2018,на 1000 родившихся,мальчики и девочки,г_Алматы,город,5.74
2018,на 1000 родившихся,мальчики и девочки,г_Шымкент,город,4.74
2018,на 1000 родившихся,мальчики и девочки,,село,4.13
2018,на 1000 родившихся,мальчики и девочки,Акмолинская,село,2.17
2018,на 1000 родившихся,мальчики и девочки,Актюбинская,село,4.27
2018,на 1000 родившихся,мальчики и девочки,Алматинская,село,4.19
2018,на 1000 родившихся,мальчики и девочки,Атырауская,село,6.68
2018,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,село,4.22
2018,на 1000 родившихся,мальчики и девочки,Жамбылская,село,2.81
2018,на 1000 родившихся,мальчики и девочки,Карагандинская,село,3.55
2018,на 1000 родившихся,мальчики и девочки,Костанайская,село,6.04
2018,на 1000 родившихся,мальчики и девочки,Кызылординская,село,3.53
2018,на 1000 родившихся,мальчики и девочки,Мангистауская,село,5.4
2018,на 1000 родившихся,мальчики и девочки,Павлодарская,село,1.97
2018,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,село,5.24
2018,на 1000 родившихся,мальчики и девочки,Туркестанская,село,4.16
2018,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,село,3.66
2018,на 1000 родившихся,мальчики,,,5.32
2018,на 1000 родившихся,мальчики,Акмолинская,,3.45
2018,на 1000 родившихся,мальчики,Актюбинская,,5.66
2018,на 1000 родившихся,мальчики,Алматинская,,4.8
2018,на 1000 родившихся,мальчики,Атырауская,,8.05
2018,на 1000 родившихся,мальчики,Западно-Казахстанская,,5.06
2018,на 1000 родившихся,мальчики,Жамбылская,,4.15
2018,на 1000 родившихся,мальчики,Карагандинская,,6.01
2018,на 1000 родившихся,мальчики,Костанайская,,7.23
2018,на 1000 родившихся,мальчики,Кызылординская,,6.15
2018,на 1000 родившихся,мальчики,Мангистауская,,5.89
2018,на 1000 родившихся,мальчики,Павлодарская,,3.64
2018,на 1000 родившихся,мальчики,Северо-Казахстанская,,7.28
2018,на 1000 родившихся,мальчики,Туркестанская,,4.84
2018,на 1000 родившихся,мальчики,Восточно-Казахстанская,,5.9
2018,на 1000 родившихся,мальчики,г_Нур-Султан,,4.07
2018,на 1000 родившихся,мальчики,г_Алматы,,6.13
2018,на 1000 родившихся,мальчики,г_Шымкент,,5.11
2018,на 1000 родившихся,мальчики,,город,5.62
2018,на 1000 родившихся,мальчики,Акмолинская,город,4.46
2018,на 1000 родившихся,мальчики,Актюбинская,город,6.76
2018,на 1000 родившихся,мальчики,Алматинская,город,4.39
2018,на 1000 родившихся,мальчики,Атырауская,город,6.05
2018,на 1000 родившихся,мальчики,Западно-Казахстанская,город,5.4
2018,на 1000 родившихся,мальчики,Жамбылская,город,5.24
2018,на 1000 родившихся,мальчики,Карагандинская,город,6.5
2018,на 1000 родившихся,мальчики,Костанайская,город,7.85
2018,на 1000 родившихся,мальчики,Кызылординская,город,8.22
2018,на 1000 родившихся,мальчики,Мангистауская,город,5.93
2018,на 1000 родившихся,мальчики,Павлодарская,город,4.02
2018,на 1000 родившихся,мальчики,Северо-Казахстанская,город,7.07
2018,на 1000 родившихся,мальчики,Туркестанская,город,4.26
2018,на 1000 родившихся,мальчики,Восточно-Казахстанская,город,6.99
2018,на 1000 родившихся,мальчики,г_Нур-Султан,город,4.07
2018,на 1000 родившихся,мальчики,г_Алматы,город,6.13
2018,на 1000 родившихся,мальчики,г_Шымкент,город,5.11
2018,на 1000 родившихся,мальчики,,село,4.88
2018,на 1000 родившихся,мальчики,Акмолинская,село,2.32
2018,на 1000 родившихся,мальчики,Актюбинская,село,2.38
2018,на 1000 родившихся,мальчики,Алматинская,село,4.94
2018,на 1000 родившихся,мальчики,Атырауская,село,10.44
2018,на 1000 родившихся,мальчики,Западно-Казахстанская,село,4.59
2018,на 1000 родившихся,мальчики,Жамбылская,село,3.35
2018,на 1000 родившихся,мальчики,Карагандинская,село,3.94
2018,на 1000 родившихся,мальчики,Костанайская,село,6.38
2018,на 1000 родившихся,мальчики,Кызылординская,село,4.15
2018,на 1000 родившихся,мальчики,Мангистауская,село,5.86
2018,на 1000 родившихся,мальчики,Павлодарская,село,2.76
2018,на 1000 родившихся,мальчики,Северо-Казахстанская,село,7.48
2018,на 1000 родившихся,мальчики,Туркестанская,село,5.04
2018,на 1000 родившихся,мальчики,Восточно-Казахстанская,село,3.82
2018,на 1000 родившихся,девочки,,,3.79
2018,на 1000 родившихся,девочки,Акмолинская,,3.31
2018,на 1000 родившихся,девочки,Актюбинская,,4.61
2018,на 1000 родившихся,девочки,Алматинская,,3.46
2018,на 1000 родившихся,девочки,Атырауская,,3.9
2018,на 1000 родившихся,девочки,Западно-Казахстанская,,2.84
2018,на 1000 родившихся,девочки,Жамбылская,,2.36
2018,на 1000 родившихся,девочки,Карагандинская,,3.65
2018,на 1000 родившихся,девочки,Костанайская,,5.1
2018,на 1000 родившихся,девочки,Кызылординская,,3.67
2018,на 1000 родившихся,девочки,Мангистауская,,5.14
2018,на 1000 родившихся,девочки,Павлодарская,,3.27
2018,на 1000 родившихся,девочки,Северо-Казахстанская,,4.88
2018,на 1000 родившихся,девочки,Туркестанская,,3.39
2018,на 1000 родившихся,девочки,Восточно-Казахстанская,,3.91
2018,на 1000 родившихся,девочки,г_Нур-Султан,,2.75
2018,на 1000 родившихся,девочки,г_Алматы,,5.34
2018,на 1000 родившихся,девочки,г_Шымкент,,4.34
2018,на 1000 родившихся,девочки,,город,4.1
2018,на 1000 родившихся,девочки,Акмолинская,город,4.55
2018,на 1000 родившихся,девочки,Актюбинская,город,4.06
2018,на 1000 родившихся,девочки,Алматинская,город,3.6
2018,на 1000 родившихся,девочки,Атырауская,город,4.94
2018,на 1000 родившихся,девочки,Западно-Казахстанская,город,2.15
2018,на 1000 родившихся,девочки,Жамбылская,город,2.52
2018,на 1000 родившихся,девочки,Карагандинская,город,3.77
2018,на 1000 родившихся,девочки,Костанайская,город,4.72
2018,на 1000 родившихся,девочки,Кызылординская,город,4.54
2018,на 1000 родившихся,девочки,Мангистауская,город,5.44
2018,на 1000 родившихся,девочки,Павлодарская,город,4.17
2018,на 1000 родившихся,девочки,Северо-Казахстанская,город,6.94
2018,на 1000 родившихся,девочки,Туркестанская,город,3.89
2018,на 1000 родившихся,девочки,Восточно-Казахстанская,город,4.14
2018,на 1000 родившихся,девочки,г_Нур-Султан,город,2.75
2018,на 1000 родившихся,девочки,г_Алматы,город,5.34
2018,на 1000 родившихся,девочки,г_Шымкент,город,4.34
2018,на 1000 родившихся,девочки,,село,3.33
2018,на 1000 родившихся,девочки,Акмолинская,село,2.02
2018,на 1000 родившихся,девочки,Актюбинская,село,6.27
2018,на 1000 родившихся,девочки,Алматинская,село,3.41
2018,на 1000 родившихся,девочки,Атырауская,село,2.66
2018,на 1000 родившихся,девочки,Западно-Казахстанская,село,3.81
2018,на 1000 родившихся,девочки,Жамбылская,село,2.24
2018,на 1000 родившихся,девочки,Карагандинская,село,3.14
2018,на 1000 родившихся,девочки,Костанайская,село,5.66
2018,на 1000 родившихся,девочки,Кызылординская,село,2.88
2018,на 1000 родившихся,девочки,Мангистауская,село,4.9
2018,на 1000 родившихся,девочки,Павлодарская,село,1.15
2018,на 1000 родившихся,девочки,Северо-Казахстанская,село,2.85
2018,на 1000 родившихся,девочки,Туркестанская,село,3.21
2018,на 1000 родившихся,девочки,Восточно-Казахстанская,село,3.48
2019,на 1000 родившихся,мальчики и девочки,,,4.807238199398474
2019,на 1000 родившихся,мальчики и девочки,Акмолинская,,4.4027721157766
2019,на 1000 родившихся,мальчики и девочки,Актюбинская,,5.56287512809252
2019,на 1000 родившихся,мальчики и девочки,Алматинская,,4.415666706269058
2019,на 1000 родившихся,мальчики и девочки,Атырауская,,7.950530035335689
2019,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,,4.722010662604722
2019,на 1000 родившихся,мальчики и девочки,Жамбылская,,4.8444953958803305
2019,на 1000 родившихся,мальчики и девочки,Карагандинская,,5.513588608144482
2019,на 1000 родившихся,мальчики и девочки,Костанайская,,6.114605171208945
2019,на 1000 родившихся,мальчики и девочки,Кызылординская,,5.013697214038352
2019,на 1000 родившихся,мальчики и девочки,Мангистауская,,5.5721198494550075
2019,на 1000 родившихся,мальчики и девочки,Павлодарская,,3.8068870046720886
2019,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,,5.09313154831199
2019,на 1000 родившихся,мальчики и девочки,Туркестанская,,3.5164519717248552
2019,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,,5.170678136725542
2019,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,,3.13195991091314
2019,на 1000 родившихся,мальчики и девочки,г_Алматы,,4.751078465663985
2019,на 1000 родившихся,мальчики и девочки,г_Шымкент,,5.8153792257838495
2019,на 1000 родившихся,мальчики и девочки,,город,5.261048201222567
2019,на 1000 родившихся,мальчики и девочки,Акмолинская,город,5.10519801980198
2019,на 1000 родившихся,мальчики и девочки,Актюбинская,город,5.462348809988295
2019,на 1000 родившихся,мальчики и девочки,Алматинская,город,5.761186962354984
2019,на 1000 родившихся,мальчики и девочки,Атырауская,город,8.214619943849433
2019,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,город,5.055208194758547
2019,на 1000 родившихся,мальчики и девочки,Жамбылская,город,6.530958439355386
2019,на 1000 родившихся,мальчики и девочки,Карагандинская,город,6.099221260142678
2019,на 1000 родившихся,мальчики и девочки,Костанайская,город,5.916326243132835
2019,на 1000 родившихся,мальчики и девочки,Кызылординская,город,4.786182499219644
2019,на 1000 родившихся,мальчики и девочки,Мангистауская,город,7.252508159071679
2019,на 1000 родившихся,мальчики и девочки,Павлодарская,город,4.542664211172498
2019,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,город,5.899705014749262
2019,на 1000 родившихся,мальчики и девочки,Туркестанская,город,4.017886073488432
2019,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,город,5.509252719310637
2019,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,город,3.13195991091314
2019,на 1000 родившихся,мальчики и девочки,г_Алматы,город,4.751078465663985
2019,на 1000 родившихся,мальчики и девочки,г_Шымкент,город,5.8153792257838495
2019,на 1000 родившихся,мальчики и девочки,,село,4.139693146780989
2019,на 1000 родившихся,мальчики и девочки,Акмолинская,село,3.6200655059472506
2019,на 1000 родившихся,мальчики и девочки,Актюбинская,село,5.865102639296188
2019,на 1000 родившихся,мальчики и девочки,Алматинская,село,3.9650022468346062
2019,на 1000 родившихся,мальчики и девочки,Атырауская,село,7.605595545294038
2019,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,село,4.27578834847675
2019,на 1000 родившихся,мальчики и девочки,Жамбылская,село,3.540751426135991
2019,на 1000 родившихся,мальчики и девочки,Карагандинская,село,3.2113037893384715
2019,на 1000 родившихся,мальчики и девочки,Костанайская,село,6.438261669349275
2019,на 1000 родившихся,мальчики и девочки,Кызылординская,село,5.238290879211175
2019,на 1000 родившихся,мальчики и девочки,Мангистауская,село,4.431314623338257
2019,на 1000 родившихся,мальчики и девочки,Павлодарская,село,2.0509815411661294
2019,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,село,4.30786904078116
2019,на 1000 родившихся,мальчики и девочки,Туркестанская,село,3.324484580842037
2019,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,село,4.547817047817048
2019,на 1000 родившихся,мальчики,,,5.532643074822869
2019,на 1000 родившихся,мальчики,Акмолинская,,4.873447571136614
2019,на 1000 родившихся,мальчики,Актюбинская,,5.573398828641602
2019,на 1000 родившихся,мальчики,Алматинская,,5.449591280653951
2019,на 1000 родившихся,мальчики,Атырауская,,8.807588075880759
2019,на 1000 родившихся,мальчики,Западно-Казахстанская,,5.967976710334789
2019,на 1000 родившихся,мальчики,Жамбылская,,5.941302791696492
2019,на 1000 родившихся,мальчики,Карагандинская,,5.968169761273209
2019,на 1000 родившихся,мальчики,Костанайская,,7.868628121792679
2019,на 1000 родившихся,мальчики,Кызылординская,,6.008411776487082
2019,на 1000 родившихся,мальчики,Мангистауская,,6.557688652347462
2019,на 1000 родившихся,мальчики,Павлодарская,,4.152823920265781
2019,на 1000 родившихся,мальчики,Северо-Казахстанская,,7.038288288288288
2019,на 1000 родившихся,мальчики,Туркестанская,,3.8852464703229614
2019,на 1000 родившихся,мальчики,Восточно-Казахстанская,,5.238344683080147
2019,на 1000 родившихся,мальчики,г_Нур-Султан,,3.3962776796630894
2019,на 1000 родившихся,мальчики,г_Алматы,,5.727246952083924
2019,на 1000 родившихся,мальчики,г_Шымкент,,6.594153636981646
2019,на 1000 родившихся,мальчики,,город,5.915679375020177
2019,на 1000 родившихся,мальчики,Акмолинская,город,6.25
2019,на 1000 родившихся,мальчики,Актюбинская,город,5.549249590112247
2019,на 1000 родившихся,мальчики,Алматинская,город,6.524047944166288
2019,на 1000 родившихся,мальчики,Атырауская,город,7.985625873427829
2019,на 1000 родившихся,мальчики,Западно-Казахстанская,город,6.346788525006346
2019,на 1000 родившихся,мальчики,Жамбылская,город,7.044560943643512
2019,на 1000 родившихся,мальчики,Карагандинская,город,6.730868799834317
2019,на 1000 родившихся,мальчики,Костанайская,город,7.719878687620623
2019,на 1000 родившихся,мальчики,Кызылординская,город,4.801920768307323
2019,на 1000 родившихся,мальчики,Мангистауская,город,8.687485325193707
2019,на 1000 родившихся,мальчики,Павлодарская,город,4.719207173194904
2019,на 1000 родившихся,мальчики,Северо-Казахстанская,город,8.422234699606962
2019,на 1000 родившихся,мальчики,Туркестанская,город,4.762501566612357
2019,на 1000 родившихся,мальчики,Восточно-Казахстанская,город,5.698778833107191
2019,на 1000 родившихся,мальчики,г_Нур-Султан,город,3.3962776796630894
2019,на 1000 родившихся,мальчики,г_Алматы,город,5.727246952083924
2019,на 1000 родившихся,мальчики,г_Шымкент,город,6.594153636981646
2019,на 1000 родившихся,мальчики,,село,4.968501129204802
2019,на 1000 родившихся,мальчики,Акмолинская,село,3.332222592469177
2019,на 1000 родившихся,мальчики,Актюбинская,село,5.645464809936017
2019,на 1000 родившихся,мальчики,Алматинская,село,5.085790609267441
2019,на 1000 родившихся,мальчики,Атырауская,село,9.877826878086822
2019,на 1000 родившихся,мальчики,Западно-Казахстанская,село,5.458887751620607
2019,на 1000 родившихся,мальчики,Жамбылская,село,5.0851767098906695
2019,на 1000 родившихся,мальчики,Карагандинская,село,2.9081844619858743
2019,на 1000 родившихся,мальчики,Костанайская,село,8.111762054979721
2019,на 1000 родившихся,мальчики,Кызылординская,село,7.217321571772254
2019,на 1000 родившихся,мальчики,Мангистауская,село,5.1093725051892065
2019,на 1000 родившихся,мальчики,Павлодарская,село,2.805836139169472
2019,на 1000 родившихся,мальчики,Северо-Казахстанская,село,5.64652738565782
2019,на 1000 родившихся,мальчики,Туркестанская,село,3.5495011511895624
2019,на 1000 родившихся,мальчики,Восточно-Казахстанская,село,4.407443682664055
2019,на 1000 родившихся,девочки,,,4.030431559874815
2019,на 1000 родившихся,девочки,Акмолинская,,3.8956639566395665
2019,на 1000 родившихся,девочки,Актюбинская,,5.551630160492581
2019,на 1000 родившихся,девочки,Алматинская,,3.313561055430559
2019,на 1000 родившихся,девочки,Атырауская,,7.016248153618907
2019,на 1000 родившихся,девочки,Западно-Казахстанская,,3.3546325878594248
2019,на 1000 родившихся,девочки,Жамбылская,,3.6722515492311225
2019,на 1000 родившихся,девочки,Карагандинская,,5.013673655423883
2019,на 1000 родившихся,девочки,Костанайская,,4.284184219921457
2019,на 1000 родившихся,девочки,Кызылординская,,3.952569169960474
2019,на 1000 родившихся,девочки,Мангистауская,,4.528529737345275
2019,на 1000 родившихся,девочки,Павлодарская,,3.430841459010473
2019,на 1000 родившихся,девочки,Северо-Казахстанская,,3.0120481927710845
2019,на 1000 родившихся,девочки,Туркестанская,,3.121400170933819
2019,на 1000 родившихся,девочки,Восточно-Казахстанская,,5.096153846153846
2019,на 1000 родившихся,девочки,г_Нур-Султан,,2.8542885685742827
2019,на 1000 родившихся,девочки,г_Алматы,,3.7185869369639537
2019,на 1000 родившихся,девочки,г_Шымкент,,4.987350921575714
2019,на 1000 родившихся,девочки,,город,4.55929681281794
2019,на 1000 родившихся,девочки,Акмолинская,город,3.865979381443299
2019,на 1000 родившихся,девочки,Актюбинская,город,5.369848301785474
2019,на 1000 родившихся,девочки,Алматинская,город,4.934210526315789
2019,на 1000 родившихся,девочки,Атырауская,город,8.463541666666666
2019,на 1000 родившихся,девочки,Западно-Казахстанская,город,3.6333147009502516
2019,на 1000 родившихся,девочки,Жамбылская,город,5.979599015124868
2019,на 1000 родившихся,девочки,Карагандинская,город,5.398575694923042
2019,на 1000 родившихся,девочки,Костанайская,город,4.032258064516129
2019,на 1000 родившихся,девочки,Кызылординская,город,4.769130717537394
2019,на 1000 родившихся,девочки,Мангистауская,город,5.7299451918286
2019,на 1000 родившихся,девочки,Павлодарская,город,4.351164576401331
2019,на 1000 родившихся,девочки,Северо-Казахстанская,город,3.107520198881293
2019,на 1000 родившихся,девочки,Туркестанская,город,3.2206119162640903
2019,на 1000 родившихся,девочки,Восточно-Казахстанская,город,5.303476723629935
2019,на 1000 родившихся,девочки,г_Нур-Султан,город,2.8542885685742827
2019,на 1000 родившихся,девочки,г_Алматы,город,3.7185869369639537
2019,на 1000 родившихся,девочки,г_Шымкент,город,4.987350921575714
2019,на 1000 родившихся,девочки,,село,3.2535204107569515
2019,на 1000 родившихся,девочки,Акмолинская,село,3.928571428571429
2019,на 1000 родившихся,девочки,Актюбинская,село,6.102522375915378
2019,на 1000 родившихся,девочки,Алматинская,село,2.777021508303839
2019,на 1000 родившихся,девочки,Атырауская,село,5.1194539249146755
2019,на 1000 родившихся,девочки,Западно-Казахстанская,село,2.9828486204325126
2019,на 1000 родившихся,девочки,Жамбылская,село,1.8957345971563981
2019,на 1000 родившихся,девочки,Карагандинская,село,3.5335689045936394
2019,на 1000 родившихся,девочки,Костанайская,село,4.694835680751174
2019,на 1000 родившихся,девочки,Кызылординская,село,3.1592249368155016
2019,на 1000 родившихся,девочки,Мангистауская,село,3.714333952388992
2019,на 1000 родившихся,девочки,Павлодарская,село,1.226241569589209
2019,на 1000 родившихся,девочки,Северо-Казахстанская,село,2.922267679719462
2019,на 1000 родившихся,девочки,Туркестанская,село,3.083406135978211
2019,на 1000 родившихся,девочки,Восточно-Казахстанская,село,4.706533776301218
